Count_SA,Count_MF,Count_CC,Count_CL,Log_ActBal_CA,Log_ActBal_SA,Log_ActBal_MF,Log_ActBal_CC,Log_ActBal_CL,Log_ActBal_OVD,Log_VolumeCred_CA,Log_TransactionsDebCash_Card,Log_TransactionsDebCashless_Card,Log_TransactionsDeb_PaymentOrder,Cred_Deb_Ratio,Trans_Cred_Deb_Ratio,ActBal_CA_SA_Ratio,Count_CA_Missing,VolumeDeb_Missing,ActBal_CA_Missing,ActBal_MF_Missing,ActBal_OVD_Missing,Sex_M,Age_Bin_25-45,Age_Bin_45-65,Age_Bin_65 & Above,Tenure_Bin_Medium-Low,Tenure_Bin_Medium-High,Tenure_Bin_High,Client,Sale_CC,Revenue_CC
1.0,0.0,0.0,0.0,6.566535289598265,1.8856075417348594,0.0,0.0,0.0,0.0,6.110127354318523,1.3862943611198906,0.0,0.0,1.0943465098272827,0.6,126.98696735125569,0,0,0,1,1,1,1,0,0,0,0,0,11,,
0.0,0.0,0.0,0.0,6.981447093125554,0.0,0.0,0.0,0.0,0.0,6.148041617510198,0.6931471805599453,2.6390573296152584,1.6094379124341003,0.6060366216064441,0.15789473684210525,0.0,0,0,0,1,1,1,1,0,0,0,0,1,12,,
1.0,0.0,0.0,1.0,5.871665977282812,1.921690638820086,0.0,0.0,8.148820296465429,0.0,7.0000104725188335,1.9459101490553132,2.8903717578961645,2.3978952727983707,0.9742947941326329,0.14634146341463414,60.66689119588513,0,0,0,1,1,0,0,0,1,0,1,0,13,0.0,0.0
1.0,2.0,1.0,1.0,3.192311819574297,6.003045443163902,9.486905062210196,3.991428147315188,9.744686660797054,0.0,8.179847173239084,1.791759469228055,3.258096538021482,2.3978952727983707,1.8269615455905202,0.2826086956521739,0.057832542659132,0,0,0,0,1,0,1,0,0,1,0,0,14,0.0,0.0
0.0,0.0,0.0,0.0,0.9342709713947,0.0,0.0,0.0,0.0,0.0,3.8802743071135657,0.0,0.6931471805599453,0.0,2.2802575105730294,1.0,0.0,0,0,0,1,1,1,1,0,0,0,0,1,15,0.0,0.0
1.0,2.0,0.0,0.0,9.212031405372922,3.486107345924309,11.13089366466578,0.0,0.0,0.0,5.957791417617829,0.0,0.6931471805599453,2.3978952727983707,0.7324799183090333,0.2727272727272727,316.37323440655325,0,0,0,0,1,1,0,1,0,0,1,0,16,,
0.0,0.0,0.0,0.0,5.8282878383796985,0.0,0.0,0.0,0.0,0.0,7.178144673472869,1.791759469228055,2.0794415416798357,3.044522437723423,0.2618679375050662,0.12121212121212122,0.0,0,0,0,1,1,0,0,1,0,0,1,0,17,0.0,0.0
0.0,0.0,1.0,0.0,6.842644022449623,0.0,0.0,6.9248999653160235,0.0,0.0,7.7798462945009605,1.9459101490553132,3.1354942159291497,2.0794415416798357,1.3829300696552729,0.18181818181818182,0.0,0,0,0,1,1,1,0,0,0,0,0,0,18,,
1.0,0.0,0.0,0.0,10.170422071692242,11.179724173012065,0.0,0.0,0.0,0.0,6.701310804468868,0.0,0.0,1.6094379124341003,5.473274454335322,0.6,0.36446438779312385,0,0,0,1,1,0,0,1,0,1,0,0,19,,
1.0,0.0,0.0,0.0,7.6941524016953595,9.814823674554885,0.0,0.0,0.0,0.0,6.11489825427318,1.3862943611198906,0.6931471805599453,1.3862943611198906,2.0440790325218168,0.5714285714285714,0.11990299688901182,0,0,0,1,1,1,1,0,0,0,0,1,20,1.0,3.8225
1.0,0.0,0.0,0.0,6.077051472548049,12.063937851843715,0.0,0.0,0.0,0.0,6.0168894697865385,1.6094379124341003,2.70805020110221,1.3862943611198906,0.8105365757928868,0.13636363636363635,0.0025057224411213063,0,0,0,1,1,0,0,0,0,1,0,0,21,1.0,3.607142857
0.0,0.0,0.0,0.0,7.8213009610521755,0.0,0.0,0.0,0.0,0.0,7.793343916557382,1.6094379124341003,2.5649493574615367,2.302585092994046,0.6755947114678665,0.2413793103448276,0.0,0,0,0,1,1,1,0,1,0,0,0,0,22,1.0,1.107142857
2.0,4.0,0.0,0.0,3.1766838448462065,10.139604103813166,6.768152431060784,0.0,0.0,5.8123400172728585,6.327980787939567,0.6931471805599453,3.295836866004329,1.9459101490553132,0.5911974386575236,0.12121212121212122,0.0009068803859172448,0,0,0,0,0,1,0,0,0,0,0,1,23,0.0,0.0
0.0,0.0,0.0,0.0,5.430709047322676,0.0,0.0,0.0,0.0,0.0,7.040617385184461,0.0,1.9459101490553132,2.772588722239781,1.264974126966928,0.13636363636363635,0.0,0,0,0,1,1,0,1,0,0,0,0,0,24,,
0.0,0.0,0.0,0.0,4.38677871849181,0.0,0.0,0.0,0.0,0.0,6.702783123268033,1.791759469228055,2.6390573296152584,0.0,2.501922887185766,0.21052631578947367,0.0,0,0,0,1,1,0,0,0,1,0,0,1,25,,
0.0,1.0,0.0,0.0,7.5332841532645105,0.0,11.019698828379145,0.0,0.0,0.0,6.177502404270533,1.6094379124341003,0.0,1.0986122886681098,1.0085436021578826,0.42857142857142855,0.0,0,0,0,0,0,0,1,0,0,0,0,0,26,0.0,0.0
0.0,0.0,0.0,0.0,7.409124329976373,0.0,0.0,0.0,0.0,0.0,9.223806086916895,0.0,0.0,0.0,24.68637814117647,2.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,27,0.0,0.0
0.0,0.0,0.0,0.0,2.747705801088759,0.0,0.0,0.0,0.0,0.0,6.832802334601449,0.0,0.6931471805599453,1.9459101490553132,0.946163213830481,0.2222222222222222,0.0,0,0,0,1,1,0,0,0,0,0,0,0,28,,
0.0,0.0,0.0,0.0,5.925202636988349,0.0,0.0,0.0,0.0,0.0,5.265906697953663,0.6931471805599453,0.0,0.6931471805599453,0.5178375090725784,0.625,0.0,0,0,0,1,0,0,0,1,0,0,1,0,29,1.0,4.286785714
1.0,2.0,1.0,0.0,5.096705950969656,0.2806035066637251,0.0,3.309943250725632,0.0,6.237894147436381,8.484837267332239,1.6094379124341003,3.295836866004329,2.302585092994046,1.5745406921716696,0.22727272727272727,501.5997801564716,0,0,0,0,0,1,0,1,0,0,0,0,30,,
0.0,0.0,1.0,1.0,7.756987287983122,0.0,0.0,6.420974555159134,6.522828871760331,0.0,6.963279183405738,0.6931471805599453,3.1354942159291497,2.6390573296152584,0.4348583217249856,0.13043478260869565,0.0,0,0,0,1,1,0,0,1,0,1,0,0,31,0.0,0.0
0.0,0.0,0.0,1.0,9.41705031378718,0.0,0.0,0.0,9.59625367856875,0.0,7.373115555155322,1.6094379124341003,0.0,1.0986122886681098,1.042823710188753,0.6111111111111112,0.0,0,0,0,1,0,1,1,0,0,0,0,0,32,,
0.0,0.0,0.0,0.0,9.83288134603813,0.0,0.0,0.0,0.0,0.0,6.595195838837145,1.0986122886681098,1.6094379124341003,1.9459101490553132,1.148982228458221,0.38461538461538464,0.0,0,0,0,1,1,1,0,0,1,0,1,0,33,1.0,3.25
1.0,3.0,1.0,0.0,5.244961796604986,7.203598158033358,0.0,6.592590908804265,0.0,0.0,9.805619316193232,1.9459101490553132,3.5263605246161616,2.4849066497880004,2.233197717390035,0.2037037037037037,0.14041118009944006,0,0,0,0,0,0,0,1,0,0,1,0,34,0.0,0.0
0.0,0.0,0.0,0.0,2.764002862129124,0.0,0.0,0.0,0.0,0.0,0.038877247444918106,1.9459101490553132,2.302585092994046,1.6094379124341003,5.677517012440054e-05,0.047619047619047616,0.0,0,0,0,1,0,1,0,0,1,0,0,0,35,0.0,0.0
1.0,2.0,0.0,0.0,4.127099822189739,7.556758547307743,8.215773860075362,0.0,0.0,0.0,8.874012025002358,0.0,0.0,0.0,0.0,0.0,0.03189209486924435,0,0,0,0,1,0,0,1,0,0,0,1,36,0.0,0.0
1.0,0.0,0.0,0.0,2.996410614928449,8.256133111769888,0.0,0.0,0.0,0.0,7.080937580553806,2.5649493574615367,2.833213344056216,1.0986122886681098,1.354695870460871,0.09375,0.004938367801444062,0,0,0,1,1,0,1,0,0,0,0,1,37,1.0,0.642857143
1.0,0.0,0.0,0.0,8.763914532067941,8.97586829630378,0.0,0.0,0.0,0.0,6.89655131977921,1.6094379124341003,2.5649493574615367,2.302585092994046,1.031512550907539,0.15384615384615385,0.8089779517384084,0,0,0,1,1,0,1,0,0,0,0,0,38,0.0,0.0
0.0,0.0,0.0,1.0,7.345518153389464,0.0,0.0,0.0,5.662000197684526,0.0,6.424134208938259,0.6931471805599453,3.367295829986474,0.6931471805599453,0.8859130575672963,0.11428571428571428,0.0,0,0,0,1,1,1,0,0,1,1,0,0,39,,
0.0,0.0,0.0,0.0,6.7716340048794,0.0,0.0,0.0,0.0,0.0,0.0010708554296057233,0.0,0.0,0.6931471805599453,5.9405964342319375e-05,1.0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,40,0.0,0.0
0.0,0.0,0.0,0.0,5.2778886862515675,0.0,0.0,0.0,0.0,7.225730973677647,7.402225014069966,1.9459101490553132,2.0794415416798357,0.6931471805599453,1.7268522172908507,0.2222222222222222,0.0,0,0,0,1,0,1,0,0,0,0,0,1,41,,
0.0,12.0,0.0,0.0,6.7757900063227074,0.0,0.0,0.0,0.0,0.0,6.467990387138567,0.6931471805599453,0.6931471805599453,1.9459101490553132,1.17661439959571,0.4444444444444444,0.0,0,0,0,0,1,1,0,0,0,0,0,0,42,0.0,0.0
0.0,0.0,0.0,0.0,10.177961671223242,0.0,0.0,0.0,0.0,0.0,7.448678048018222,2.0794415416798357,2.3978952727983707,2.6390573296152584,0.9947384773356265,0.43137254901960786,0.0,0,0,0,1,0,0,0,1,0,1,0,0,43,1.0,1.964285714
0.0,0.0,0.0,0.0,5.235622858306478,0.0,0.0,0.0,0.0,0.0,0.17934092829760787,0.0,0.0,0.0,0.0005416584586025202,0.3333333333333333,0.0,0,0,0,1,1,0,1,0,0,1,0,0,44,1.0,4.464285714
1.0,0.0,0.0,0.0,0.0,10.5651155475382,0.0,0.0,0.0,0.0,0.008534902874766583,0.0,0.0,0.0,1.7430526313792398,2.0,0.0,0,0,0,1,1,1,0,1,0,1,0,0,45,1.0,15.39392857
1.0,1.0,0.0,0.0,6.224545699293344,8.19681947533062,7.545417308957219,0.0,0.0,0.0,7.812163839428147,1.791759469228055,2.302585092994046,2.833213344056216,0.5754390532862375,0.17142857142857143,0.1389028659797308,0,0,0,0,1,1,1,0,0,1,0,0,46,1.0,7.1525
1.0,5.0,0.0,0.0,6.434911620668975,7.3382734459316294,0.0,0.0,0.0,0.0,0.0956348025632006,0.0,1.0986122886681098,2.995732273553991,0.014923588445623453,0.09090909090909091,0.40481816788610153,0,0,0,0,1,1,1,0,0,0,0,1,47,0.0,0.0
0.0,5.0,0.0,0.0,7.791240754580873,0.0,10.997468454370091,0.0,0.0,0.0,5.891575148667486,0.6931471805599453,0.0,1.9459101490553132,1.1699618010802195,0.25,0.0,0,0,0,0,0,1,0,1,0,1,0,0,48,1.0,0.893928571
0.0,0.0,0.0,0.0,1.638094782425942,0.0,0.0,0.0,0.0,0.0,6.032458241207021,0.0,0.0,1.0986122886681098,3.7214418164605423,3.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,49,1.0,15.24642857
0.0,0.0,0.0,0.0,5.139108080017168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,1,0,0,0,1,0,50,0.0,0.0
1.0,0.0,0.0,0.0,7.527104439117591,1.9309518913413906,0.0,0.0,0.0,0.0,0.007472014838700995,0.0,0.0,0.0,0.0,0.0,314.9077471937798,0,0,0,1,0,0,0,0,1,1,0,0,51,,
0.0,0.0,1.0,0.0,6.8685699652022905,0.0,0.0,0.38136755633398195,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.3605264954451082,0.5,0.0,0,0,0,1,1,0,1,0,0,1,0,0,52,0.0,0.0
1.0,9.0,1.0,0.0,0.0,8.92580885517444,11.330734273998281,5.9898328593793,0.0,6.276874397078897,8.391777835739276,2.1972245773362196,3.091042453358316,3.5553480614894135,0.8007671523954649,0.058823529411764705,0.0,0,0,0,0,0,1,0,1,0,0,1,0,53,0.0,0.0
0.0,0.0,0.0,1.0,1.713797927758343,0.0,0.0,0.0,8.969305579769902,0.0,6.582623495714249,0.0,0.0,0.6931471805599453,1.3030333045504219,0.5,0.0,0,0,0,1,1,1,1,0,0,0,1,0,54,,
0.0,0.0,0.0,0.0,6.601446031015967,0.0,0.0,0.0,0.0,0.0,7.02557926580001,0.0,0.0,1.9459101490553132,1.0179930135593984,0.38461538461538464,0.0,0,0,0,1,1,0,0,1,0,0,1,0,55,,
1.0,0.0,0.0,0.0,6.371123327412658,7.975253261098911,0.0,0.0,0.0,0.0,6.87306437647173,1.3862943611198906,2.0794415416798357,0.0,2.041580379532183,0.3,0.20078959547719327,0,0,0,1,1,1,0,1,0,0,1,0,56,0.0,0.0
0.0,0.0,0.0,0.0,7.052945937437884,0.0,0.0,0.0,0.0,0.0,4.907919426420214,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.7312569733583693,3.3333333333333335,0.0,0,0,0,1,1,1,1,0,0,0,0,1,57,,
0.0,6.0,0.0,0.0,7.1420783910793215,0.0,7.492704589064096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,58,0.0,0.0
0.0,0.0,0.0,0.0,8.644221610542862,0.0,0.0,0.0,0.0,0.0,6.110919993061883,0.0,0.0,0.0,5.263789500426811,1.0,0.0,0,0,0,1,1,0,1,0,0,0,1,0,59,,
0.0,0.0,0.0,0.0,8.266708265831396,0.0,0.0,0.0,0.0,0.0,5.8788675939796775,0.0,0.0,0.0,181.44218183730067,2.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,60,0.0,0.0
0.0,0.0,0.0,0.0,5.454617265576797,0.0,0.0,0.0,0.0,0.0,0.00035707923961937285,0.0,0.0,0.0,0.00040000015993599996,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,61,,
0.0,0.0,0.0,0.0,5.765042188876402,0.0,0.0,0.0,0.0,0.0,5.775896027348401,1.0986122886681098,0.0,0.6931471805599453,1.229190112045889,0.5,0.0,0,0,0,1,1,1,0,1,0,0,1,0,62,,
1.0,2.0,0.0,0.0,5.865905373444166,9.753911144922151,8.633588216587151,0.0,0.0,0.0,5.871217988437826,0.0,0.0,1.3862943611198906,1.72049411723049,1.0,0.020429278571248908,0,0,0,0,1,1,1,0,0,0,0,0,63,,
0.0,0.0,0.0,0.0,0.5651108662994825,0.0,0.0,0.0,0.0,0.0,7.152133205485513,1.3862943611198906,3.7612001156935624,1.6094379124341003,0.8801933791857359,0.09803921568627451,0.0,0,0,0,1,0,0,0,1,0,0,0,0,64,,
0.0,0.0,0.0,0.0,5.400237148364283,0.0,0.0,0.0,0.0,0.0,5.258426857851793,1.9459101490553132,2.302585092994046,1.0986122886681098,1.0056377981576619,0.21052631578947367,0.0,0,0,0,1,1,0,0,0,1,0,0,1,65,0.0,0.0
1.0,1.0,1.0,0.0,4.6281435517641585,8.32016780415968,0.0,6.511744268277151,0.0,0.0,0.017699577239751796,0.0,2.70805020110221,0.0,0.1779220389160246,0.391304347826087,0.024683960445941178,0,0,0,0,1,1,0,1,0,1,0,0,66,0.0,0.0
0.0,0.0,0.0,0.0,7.428816270598153,0.0,0.0,0.0,0.0,0.0,6.4505166860028975,0.0,0.6931471805599453,0.0,9.089275808171179,0.6666666666666666,0.0,0,0,0,1,1,0,0,0,0,0,0,0,67,0.0,0.0
0.0,0.0,0.0,0.0,8.458599251843262,0.0,0.0,0.0,0.0,0.0,6.726096787991458,2.6390573296152584,1.3862943611198906,0.6931471805599453,1.072429472685118,0.18181818181818182,0.0,0,0,0,1,0,1,0,1,0,0,0,0,68,1.0,3.5
0.0,0.0,0.0,0.0,7.555282514912203,0.0,0.0,0.0,0.0,0.0,8.256352779655224,1.0986122886681098,2.3978952727983707,2.302585092994046,3.8958338982082945,0.14285714285714285,0.0,0,0,0,1,1,1,1,0,0,0,0,0,69,0.0,0.0
0.0,0.0,0.0,0.0,5.850722526275296,0.0,0.0,0.0,0.0,0.0,7.488136416082465,1.6094379124341003,1.3862943611198906,2.3978952727983707,1.0311363112604102,0.15789473684210525,0.0,0,0,0,1,1,1,1,0,0,0,0,1,70,,
0.0,0.0,0.0,0.0,3.9999619283307,0.0,0.0,0.0,0.0,0.0,5.607383011164421,1.0986122886681098,0.0,1.3862943611198906,0.9002665243781094,0.3333333333333333,0.0,0,0,0,1,0,0,1,0,0,0,0,0,71,0.0,0.0
0.0,0.0,0.0,0.0,7.228660030077439,0.0,0.0,0.0,0.0,0.0,6.068018759435677,0.6931471805599453,0.0,2.3978952727983707,0.3416238565385717,0.3076923076923077,0.0,0,0,0,1,1,1,0,1,0,0,1,0,72,0.0,0.0
1.0,1.0,0.0,0.0,5.194939012331825,3.0917727062042455,10.888789822363014,0.0,0.0,0.0,6.28110118134626,0.0,0.0,1.0986122886681098,1.2183832298785118,1.5,8.534284987439253,0,0,0,0,0,1,0,0,1,0,0,1,73,1.0,1.785714286
1.0,0.0,1.0,0.0,6.603626797930064,0.0,0.0,2.9837681307720443,0.0,0.0,6.678131400631792,1.3862943611198906,0.0,1.0986122886681098,1.1763035039784,1.1428571428571428,0.0,0,0,0,1,1,1,0,1,0,0,0,0,74,,
1.0,35.0,0.0,0.0,8.218265648750931,8.628738591185767,8.387876577491433,0.0,0.0,0.0,6.2090979453735295,0.6931471805599453,1.9459101490553132,1.791759469228055,0.9851131600451212,0.38461538461538464,0.6632762194104603,0,0,0,0,1,1,0,1,0,1,0,0,75,0.0,0.0
0.0,0.0,1.0,1.0,5.189108184264905,0.0,0.0,6.788496243811703,8.145744963923116,0.0,6.492683459483374,1.0986122886681098,0.6931471805599453,0.0,0.49922770962791035,0.4375,0.0,0,0,0,1,0,0,0,0,1,0,0,1,76,0.0,0.0
0.0,0.0,0.0,0.0,5.130937904364437,0.0,0.0,0.0,0.0,0.0,7.469548083496405,0.6931471805599453,2.3978952727983707,1.6094379124341003,1.191590822623422,0.125,0.0,0,0,0,1,1,1,0,0,1,0,0,0,77,,
0.0,0.0,0.0,0.0,8.212230474586201,0.0,0.0,0.0,0.0,0.0,8.369612382546272,1.3862943611198906,3.871201010907891,2.3978952727983707,1.5849112714123763,0.078125,0.0,0,0,0,1,1,0,0,0,0,0,1,0,78,0.0,0.0
2.0,1.0,0.0,0.0,5.832454161348369,6.805228443103236,8.4706739716096,0.0,0.0,0.0,0.00035707923961937285,0.0,0.0,0.0,0.0,0.0,0.37734292892304305,0,0,0,0,1,0,1,0,0,1,0,0,79,0.0,0.0
0.0,0.0,0.0,0.0,7.9221982521750345,0.0,0.0,0.0,0.0,0.0,3.258110274080988,0.0,1.9459101490553132,0.0,1.3425584963055281,0.3333333333333333,0.0,0,0,0,1,1,1,0,0,0,1,0,0,80,0.0,0.0
0.0,0.0,0.0,0.0,8.676108055445411,0.0,0.0,0.0,0.0,0.0,0.07065815107223562,0.0,0.0,0.0,0.021578947451722993,1.0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,81,0.0,0.0
0.0,1.0,0.0,0.0,9.334848111376665,0.0,10.452007446957676,0.0,0.0,0.0,6.910328037598642,0.6931471805599453,0.0,2.70805020110221,1.1304014667075593,0.25,0.0,0,0,0,0,1,0,0,0,0,0,1,0,82,0.0,0.0
3.0,7.0,0.0,0.0,2.7634849079903105,11.41643529278865,0.0,0.0,0.0,0.0,6.3451456388653185,0.0,0.0,1.3862943611198906,2.5314947634361795,1.0,0.00016359973218207328,0,0,0,0,1,0,1,0,0,0,1,0,83,1.0,5.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0,0,1,0,0,1,84,,
0.0,0.0,0.0,0.0,5.90125943922116,0.0,0.0,0.0,0.0,0.0,5.285720501139702,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6340659343035344,0.5,0.0,0,0,0,1,0,0,0,0,0,1,0,0,85,0.0,0.0
0.0,0.0,0.0,0.0,3.5645100437708415,0.0,0.0,0.0,0.0,0.0,9.139939060138325,1.9459101490553132,0.0,1.791759469228055,8.576615401823329,0.26666666666666666,0.0,0,0,0,1,1,1,1,0,0,0,0,0,86,0.0,0.0
0.0,19.0,0.0,0.0,6.718337028641533,0.0,6.943679355541443,0.0,0.0,0.0,0.00035707923961937285,0.0,0.0,0.0,0.00010526319999556786,1.0,0.0,0,0,0,0,1,1,1,0,0,1,0,0,87,0.0,0.0
0.0,0.0,0.0,0.0,8.875517773952714,0.0,0.0,0.0,0.0,0.0,4.856490170142452,1.791759469228055,1.9459101490553132,0.0,1.1590693755803843,0.25,0.0,0,0,0,1,1,1,0,0,0,0,0,0,88,0.0,0.0
1.0,2.0,0.0,0.0,4.932323627195644,6.795896313060287,7.288289561312755,0.0,0.0,0.0,7.571023900973932,2.1972245773362196,1.0986122886681098,2.6390573296152584,0.7607931053504072,0.25,0.15417151667135193,0,0,0,0,1,0,1,0,0,0,1,0,89,,
0.0,0.0,0.0,0.0,6.477851097612289,0.0,0.0,0.0,0.0,0.0,4.6834564070186895,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3570407564779112,0.5,0.0,0,0,0,1,1,0,0,0,0,1,0,0,90,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105606223225281,1.6094379124341003,3.1780538303479458,1.0986122886681098,1.018120091604536,0.06896551724137931,0.0,0,0,0,1,1,1,1,0,0,1,0,0,91,,
0.0,0.0,0.0,0.0,7.912037002999612,0.0,0.0,0.0,0.0,0.0,9.096284742477264,0.0,2.772588722239781,2.5649493574615367,0.972300658693678,0.16666666666666666,0.0,0,0,0,1,1,1,0,1,0,0,1,0,92,0.0,0.0
2.0,0.0,1.0,0.0,2.289536037491854,8.20434890338786,0.0,0.8873031951773733,0.0,3.180728820619154,7.221710073773585,0.6931471805599453,0.0,2.1972245773362196,1.0227256589184806,0.6944444444444444,0.0024263666541675154,0,0,0,1,0,0,1,0,0,0,0,0,93,1.0,3.392857143
1.0,0.0,0.0,0.0,8.997152411402299,8.938735836625565,0.0,0.0,0.0,0.0,6.269783953078683,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.437382886547157,0.5714285714285714,1.0601644321921293,0,0,0,1,1,1,0,0,0,0,0,1,94,,
0.0,0.0,0.0,1.0,8.20609723603072,0.0,0.0,0.0,7.942030550120571,0.0,7.241505446991041,1.9459101490553132,0.0,1.0986122886681098,0.7901903374878123,0.6923076923076923,0.0,0,0,0,1,0,1,1,0,0,0,1,0,95,0.0,0.0
1.0,2.0,0.0,0.0,3.149678850982343,7.639455882799282,9.56708531376501,0.0,0.0,0.0,6.085179298984641,0.0,0.0,1.0986122886681098,3.9755080892004497,1.0,0.01074722616946134,0,0,0,0,1,1,1,0,0,0,1,0,96,1.0,6.107142857
1.0,0.0,0.0,1.0,4.233997803037285,8.713345329922353,0.0,0.0,6.697608157023074,4.963306561315565,7.848451195216298,2.302585092994046,2.772588722239781,2.3978952727983707,1.1529980991840187,0.37735849056603776,0.011178270333543771,0,0,0,1,0,0,0,0,1,0,1,0,97,,
0.0,0.0,0.0,0.0,6.151603638197918,0.0,0.0,0.0,0.0,0.0,5.040660931689788,0.0,0.6931471805599453,1.791759469228055,0.6491105719572386,0.7142857142857143,0.0,0,0,0,1,0,1,0,1,0,0,1,0,98,,
0.0,12.0,0.0,0.0,3.1738186843476526,0.0,8.45320286282034,0.0,0.0,0.0,7.500171686179964,0.0,2.8903717578961645,2.772588722239781,1.082742280003284,0.14705882352941177,0.0,0,0,0,0,1,0,0,0,1,0,1,0,99,,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.515415538524011,6.689359368390148,0.0,6.86081452862223,0.6931471805599453,2.8903717578961645,2.1972245773362196,1.0890012510023535,0.3055555555555556,0.0,0,0,0,1,1,0,1,0,0,1,0,0,100,,
1.0,2.0,0.0,0.0,6.161965021277095,6.116514763612507,9.577068215864129,0.0,0.0,0.0,5.267090191055495,0.6931471805599453,0.0,0.6931471805599453,0.5772294033107579,0.8,1.0466017576215918,0,0,0,0,1,1,0,1,0,0,1,0,101,,
0.0,0.0,0.0,0.0,3.9074339202658313,0.0,0.0,0.0,0.0,4.7461487792476635,7.952256145717951,1.6094379124341003,3.6635616461296463,1.9459101490553132,0.9799327636477965,0.4418604651162791,0.0,0,0,0,1,0,1,0,0,0,0,0,1,102,0.0,0.0
